datetime,open,high,low,close,volume,timestamp,gmtoffset
2021-06-14,167.81538763256927,168.19426755046186,164.87906826890182,166.1199,620777.1615562013,1623628800,0
2021-06-15,166.83978802381628,167.4081079557698,165.27690821094416,167.0387,846283.8851116537,1623715200,0
2021-06-16,166.39453954326922,166.97233125,165.0305722355769,165.4947,812394.8380220032,1623801600,0
2021-06-17,165.6083948819818,165.62733887590562,160.00097268053284,162.1227,1291807.8467728454,1623888000,0
2021-06-18,160.18092762312637,161.31756716630977,158.99692809897692,159.2432,1876267.6459654165,1623974400,0
2021-06-21,160.825080086227,163.07941597529714,160.21887211605687,162.5774,1031144.476415541,1624233600,0
2021-06-22,163.3729835927934,163.96024733251704,161.8385202728704,162.4542,828758.8132532124,1624320000,0
2021-06-23,162.39737129471388,162.58681121456775,160.52191608816076,160.7303,750105.8916707055,1624406400,0
2021-06-24,161.4880837482303,161.7248836833412,159.527380285512,160.5693,838893.810958882,1624492800,0
2021-06-25,161.02398779977273,161.74385974523054,157.879284038036,158.3813,3579497.737422284,1624579200,0
2021-06-28,158.99692423414868,159.6789079434814,156.77100518285442,159.5463,1861064.9823906915,1624838400,0
2021-06-29,160.58825581395348,161.82908756525865,159.11062411010914,159.66,920397.143930853,1624924800,0
2021-06-30,158.99694849502268,161.1186759144725,158.73173256759142,160.8061,1207665.0263889246,1625011200,0
2021-07-01,161.92381184187303,162.33110777104534,160.20938014000822,161.0145,800464.6662257126,1625097600,0
2021-07-02,160.84398025899452,161.89537192077816,159.7547006093988,161.6491,641892.0983785248,1625184000,0
2021-07-06,161.0239275782498,161.23231148452754,157.89816898408378,160.0862,1051837.4663150227,1625529600,0
2021-07-07,159.68838929193265,163.41088392338943,159.68838929193265,163.2025,993982.6289425715,1625616000,0
2021-07-08,161.29860334378884,161.59223518967863,159.1200444871871,160.0483,979413.5207934105,1625702400,0
2021-07-09,161.92378813954844,163.2119797269704,160.9387004550493,162.3595,899704.6800464401,1625788800,0
2021-07-12,160.9860369363087,163.22142789400277,160.3229972454672,162.9941,596600.7849363872,1626048000,0
2021-07-13,162.77625123573026,162.77625123573026,160.54086018006356,160.9671,701963.9789745855,1626134400,0
2021-07-14,161.0523680169322,162.444751602093,159.94414434711035,161.1092,675781.4513385952,1626220800,0
2021-07-15,160.27565674131097,162.73837589223234,160.27565674131097,162.4258,718539.0990840124,1626307200,0
2021-07-16,162.77627961222092,162.77627961222092,160.1335922679201,161.2134,1010874.4062218152,1626393600,0
2021-07-19,158.248704,159.262208,155.51129600000002,156.9984,1713893.581081081,1626652800,0
2021-07-20,146.62653265190232,150.7279078869329,144.3058930847372,150.1217,4239232.209600611,1626739200,0
