datetime,open,high,low,close,volume,timestamp,gmtoffset
2021-06-14,55.30679733386618,56.166106377026715,54.99257238524777,56.1629,6403086.67038205,1623628800,0
2021-06-15,56.303960065800666,56.92920335810313,56.13402214532872,56.5252,6229650.198495538,1623715200,0
2021-06-16,56.509192128559356,57.195356853679165,56.34246051310967,56.865100000000005,9035168.98062256,1623801600,0
2021-06-17,57.10241545692197,57.8847720952222,56.64063265754491,57.647499999999994,10737165.77423132,1623888000,0
2021-06-18,57.153662258248,57.330012969283274,56.194955665529,56.36809999999999,16727377.126424346,1623974400,0
2021-06-21,56.69515019577133,57.483918827609344,56.396957176417935,57.32359999999999,9780292.329860652,1624233600,0
2021-06-22,57.371746726357024,57.63146345831002,57.15691930609961,57.297999999999995,6232833.817934308,1624320000,0
2021-06-23,57.394163295122496,57.596165098898624,56.94847677567993,57.0607,8868287.344529599,1624406400,0
2021-06-24,57.362101574803155,57.49035669291339,56.86511299212598,57.00940000000001,8113669.187888313,1624492800,0
2021-06-25,57.26273173471107,57.371299745044084,56.81063222328298,57.096,7386892.2562000835,1624579200,0
2021-06-28,57.23699243972671,57.30111993111625,56.7464171305968,56.7881,9176756.914212663,1624838400,0
2021-06-29,56.97092939779475,57.169724851569136,56.640672434266335,56.704800000000006,6202128.452088712,1624924800,0
2021-06-30,56.60857824232082,56.65988026734925,56.169304653014784,56.36809999999999,10892192.261225766,1625011200,0
2021-07-01,57.038286604556035,57.038286604556035,56.36815326932909,56.4419,10511893.245266372,1625097600,0
2021-07-02,56.59252023836294,57.08950837643355,56.41206544861704,57.035,9066341.034803191,1625184000,0
2021-07-06,57.16332476752097,57.20510388585846,56.33287260716715,56.5477,6309079.499254612,1625529600,0
2021-07-07,56.772073739782016,56.832994862624886,56.19951137630564,56.4835,6685830.808643232,1625616000,0
2021-07-08,55.906378538602944,56.23022255284926,55.65307480468749,55.8166,6051354.460142682,1625702400,0
2021-07-09,55.922432639244455,56.40338928713659,55.86792421915002,56.35849999999999,4776240.249651783,1625788800,0
2021-07-12,56.36218019281937,58.03225479543558,56.36218019281937,57.60260000000001,10738552.505442461,1626048000,0
2021-07-13,57.75005042157575,58.035417946284,57.19214087888772,57.42300000000001,8330374.952196854,1626134400,0
2021-07-14,57.51282291105121,57.51282291105121,56.51243261455525,57.0992,6645991.932636535,1626220800,0
2021-07-15,56.99332619647355,57.55444192555275,56.826594665547155,57.2819,6079312.739277154,1626307200,0
2021-07-16,57.230661725006996,57.78902059288714,57.099200179221505,57.2499,8585946.508203508,1626393600,0
2021-07-19,56.97414445385267,57.27554405870731,56.40982178944398,56.801,8664718.659002483,1626652800,0
2021-07-20,56.999803305693746,58.58696101713653,56.63106969596461,58.00339999999999,10553969.986242186,1626739200,0
2021-07-21,58.14444951685635,59.968878312218166,58.14444951685635,59.7284,12124813.764306428,1626825600,0
2021-07-22,60.138815797992876,60.347230333441246,59.359666073162835,59.427,9613999.070119644,1626912000,0
2021-07-23,59.66743534831701,60.433759011504044,59.5327675916063,60.2029,6880854.20469778,1626998400,0
2021-07-26,59.99453803194341,60.13561866223604,59.14164149426519,59.824600000000004,6380040.109921337,1627257600,0
2021-07-27,59.61615302924229,60.30552391620443,59.394913070170716,59.5392,6204387.334730732,1627344000,0
2021-07-28,59.56485303185469,59.65783794534577,59.045420066835554,59.4879,5566891.773789291,1627430400,0
2021-07-29,59.60339598778658,60.12924229162202,59.17374108099421,59.8567,5285727.368865975,1627516800,0
2021-07-30,59.81498519252398,60.328005703422065,59.57130044984738,59.8727,5767862.955069672,1627603200,0
