datetime,open,high,low,close,volume,timestamp,gmtoffset
2021-07-12,144.42497219877467,145.4128986793737,143.5753554254595,145.1264,2032528.7756052657,1626048000,0
2021-07-13,145.03749055288623,147.7839262434865,144.34594199769913,145.9859,2614567.966974893,1626134400,0
2021-07-14,146.69715028878443,148.0307517648086,146.2328250100739,147.1022,2345016.4355121814,1626220800,0
2021-07-15,147.533962606175,148.32232786166915,146.3217769313739,146.549,3389568.3420562404,1626307200,0
2021-07-16,146.30203700555518,148.38656194364498,146.30203700555518,147.6061,2507027.569931053,1626393600,0
2021-07-19,145.72009448862457,146.42053412627067,141.5599374870341,142.864,7242189.132881622,1626652800,0
2021-07-20,143.0418913711911,143.93102530470912,142.37010128808865,142.6566,7277559.944650301,1626739200,0
2021-07-21,142.25150276682578,144.35578570934499,141.91560783703397,142.8245,4757455.258376539,1626825600,0
2021-07-22,142.91338665284974,143.190005955095,140.72394487557858,143.0023,4388904.281609457,1626912000,0
2021-07-23,143.6741347361111,143.6741347361111,142.16260736111113,142.2614,4330670.835518278,1626998400,0
2021-07-26,141.89587853348968,143.96064485065875,141.89587853348968,143.2197,3751181.0056158477,1627257600,0
2021-07-27,143.10113779174145,143.3184815978456,141.82671274685816,143.0715,4160664.2315206034,1627344000,0
2021-07-28,143.24934881477398,143.73343282111355,142.55780023428886,143.3679,3011429.361244742,1627430400,0
2021-07-29,143.7432959966812,145.14615153149416,141.9650284173408,142.8838,4249889.32363221,1627516800,0
2021-07-30,141.27351478961256,143.4271949451465,139.49524677128176,142.2812,6680971.528213144,1627603200,0
2021-08-02,143.12088294803672,143.53581199365124,142.28114559381686,143.1604,4386472.962634918,1627862400,0
2021-08-03,143.3283974532872,143.70380957785468,142.29107447750866,142.7554,4001874.05169962,1627948800,0
2021-08-04,142.13297864576012,142.65657966530728,140.4337451483617,140.5029,4671690.884245094,1628035200,0
2021-08-05,141.09565453392514,141.76744451490168,139.9891769181991,140.2164,4422467.920229018,1628121600,0
2021-08-06,140.2756976165366,141.036401096815,139.76197578569924,140.5128,5300811.833441508,1628208000,0
2021-08-09,141.0758939785999,142.26140569270578,140.96722207147351,141.2636,4702744.927497246,1628467200,0
