date,open,high,low,close,adjusted_close,volume
2021-10-19,15349.4502,15414.9697,15320.6201,15410.7197,15410.7197,4483400000
2021-10-20,15448.0,15457.1104,15333.4297,15388.71,15388.71,4117050000
2021-10-21,15365.8096,15497.5801,15350.5,15489.5898,15489.5898,4961860000
2021-10-22,15422.0703,15474.2803,15291.9502,15355.0703,15355.0703,5775770000
2021-10-25,15417.25,15555.6504,15338.4902,15514.1904,15514.1904,5750200000
2021-10-26,15615.3604,15710.79,15518.5898,15559.4902,15559.4902,7173230000
2021-10-27,15603.1602,15729.75,15578.6797,15598.3896,15598.3896,6130110000
2021-10-28,15674.3896,15784.0,15650.0098,15778.1602,15778.1602,5714890000
2021-10-29,15638.7402,15856.9004,15638.7402,15850.4697,15850.4697,5338290000
2021-11-01,15879.6104,15910.3496,15785.3096,15905.2803,15905.2803,5273950000
2021-11-02,15885.3398,15988.3301,15877.2695,15972.4902,15972.4902,5129370000
2021-11-03,16000.5996,16157.5996,15950.5898,16144.5,16144.5,5325110000
2021-11-04,16193.2197,16387.9492,16169.5596,16346.2402,16346.2402,5297250000
2021-11-05,16397.5898,16454.4805,16302.0596,16359.3799,16359.3799,5566400000
2021-11-08,16351.4902,16401.9297,16314.0,16336.0303,16336.0303,5723650000
2021-11-09,16389.9902,16401.8906,16168.6299,16219.9404,16219.9404,5574660000
2021-11-10,16087.0195,16224.5098,15905.2803,15985.5703,15985.5703,5369110000
2021-11-11,16114.0498,16116.25,16019.3896,16032.4697,16032.4697,4570460000
2021-11-12,16078.1299,16218.5498,16012.7803,16199.8896,16199.8896,5446540000
2021-11-15,16227.0098,16256.7305,16096.3701,16189.1201,16189.1201,5020180000
2021-11-16,16170.29,16329.5,16156.6904,16309.7695,16309.7695,5533020000
2021-11-17,16329.0703,16398.9492,16276.7695,16308.0703,16308.0703,5049320000
2021-11-18,16398.7598,16501.9199,16309.5098,16482.9707,16482.9707,5391360000
2021-11-19,16558.5605,16625.8594,16523.8301,16573.3398,16573.3398,4875310000
2021-11-22,16644.7695,16764.8594,16374.7803,16380.9805,16380.9805,5567830000
2021-11-23,16330.1797,16417.5,16121.7002,16306.7197,16306.7197,5434380000
2021-11-24,16202.2598,16370.5596,16106.0195,16367.8096,16367.8096,4197090000
2021-11-26,16237.4102,16302.5801,15988.9502,16025.5801,16025.5801,3502170000
2021-11-29,16263.4297,16437.1602,16214.5596,16399.2402,16399.2402,4836230000
2021-11-30,16333.9502,16454.5605,16073.7598,16135.9199,16135.9199,6631470000
2021-12-01,16347.96,16427.1895,15864.0,15877.7197,15877.7197,6320260000
2021-12-02,15791.2998,16066.3203,15770.9199,15990.7598,15990.7598,5418340000
2021-12-03,16039.4102,16089.6104,15543.3096,15712.04,15712.04,5900290000
2021-12-06,15744.9102,15898.5898,15557.7803,15846.1602,15846.1602,5115230000
2021-12-07,16139.5596,16343.6699,16128.4404,16325.6602,16325.6602,5116490000
2021-12-08,16313.8799,16401.0996,16250.3896,16394.3398,16394.3398,4615390000
2021-12-09,16337.8096,16413.2793,16141.3896,16149.5703,16149.5703,4515600000
2021-12-10,16278.2998,16339.1201,16139.0,16331.9805,16331.9805,4426210000
2021-12-13,16317.9004,16332.6299,16075.54,16082.5498,16082.5498,4573920000
2021-12-14,15877.6504,15995.21,15742.7998,15914.9004,15914.9004,4865990000
2021-12-15,15908.4502,16301.2695,15746.9404,16289.5898,16289.5898,5343920000
2021-12-16,16335.0303,16340.5303,15802.6299,15863.9404,15863.9404,4906480000
2021-12-17,15714.54,15960.25,15664.0996,15801.46,15801.46,7668770000
2021-12-20,15566.8301,15662.6104,15508.7402,15627.6396,15627.6396,4602640000
2021-12-21,15794.3799,15997.6104,15617.4805,15986.2803,15986.2803,4581720000
2021-12-22,15963.54,16186.25,15947.5596,16180.1396,16180.1396,4107900000
2021-12-23,16203.7598,16360.75,16188.0303,16308.21,16308.21,3935010000
2021-12-27,16361.0703,16567.6406,16361.0703,16567.5,16567.5,3743920000
2021-12-28,16602.9199,16607.1895,16458.4902,16488.6602,16488.6602,3648500000
2021-12-29,16510.6309,16548.9199,16396.1602,16491.0098,16491.0098,3714380000
2021-12-30,16485.4004,16569.6191,16415.1191,16429.0996,16429.0996,3750920000
2021-12-31,16411.2598,16464.6191,16317.2598,16320.0801,16320.0801,3392580000
2022-01-03,16395.5098,16504.1406,16306.6396,16501.7695,16501.7695,4429960000
2022-01-04,16513.8691,16513.8691,16151.9004,16279.7305,16279.7305,5131110000
2022-01-05,16190.5498,16249.2305,15763.8398,15771.7803,15771.7803,5031850000
2022-01-06,15675.2197,15900.5996,15608.5703,15765.3604,15765.3604,4790820000
2022-01-07,15774.1299,15835.0,15526.7998,15592.1904,15592.1904,4238070000
2022-01-10,15383.1797,15627.9199,15165.5303,15614.4297,15614.4297,5317180000
2022-01-11,15582.7197,15848.5596,15496.9102,15844.1201,15844.1201,4390710000
2022-01-12,15955.4805,16017.3896,15815.9502,15905.0996,15905.0996,4338530000
2022-01-13,15970.0898,15990.3799,15468.0898,15495.6201,15495.6201,4302020000
2022-01-14,15396.4697,15617.1797,15396.4697,15611.5898,15611.5898,4374020000
2022-01-18,15378.0596,15446.2998,15182.96,15210.7598,15210.7598,5060790000
2022-01-19,15287.25,15382.0,15038.4404,15047.8398,15047.8398,4665340000
2022-01-20,15176.3799,15347.6201,14832.6904,14846.46,14846.46,5102050000
2022-01-21,14728.6602,14868.4502,14432.6396,14438.4004,14438.4004,5870830000
2022-01-24,14160.9102,14532.5703,13724.8496,14509.5801,14509.5801,6998770000
2022-01-25,14237.5996,14410.4297,14033.8096,14149.1201,14149.1201,5019380000
2022-01-26,14492.5195,14646.54,14006.4004,14172.7598,14172.7598,5771140000
2022-01-27,14346.46,14419.4502,13972.8799,14003.1104,14003.1104,5177380000
2022-01-28,14091.3096,14457.7803,13880.4805,14454.6104,14454.6104,4971930000
2022-01-31,14505.0703,14934.5195,14442.8799,14930.0498,14930.0498,5124940000
2022-02-01,14966.5996,15034.4199,14749.4902,15019.6797,15019.6797,4671850000
2022-02-02,15173.0303,15196.4004,14960.8496,15139.7402,15139.7402,4673140000
2022-02-03,14693.8496,14856.5098,14471.2002,14501.1104,14501.1104,4326300000
2022-02-04,14566.2803,14832.0498,14452.2803,14694.3496,14694.3496,4121340000
2022-02-07,14716.4297,14813.8604,14524.6299,14571.25,14571.25,4268730000
2022-02-08,14533.25,14785.2197,14485.7803,14747.0303,14747.0303,4293770000
2022-02-09,14930.9902,15057.9004,14870.3604,15056.96,15056.96,4729730000
2022-02-10,14770.6797,15037.2598,14636.6201,14705.6396,14705.6396,5212510000
2022-02-11,14739.46,14769.6396,14194.54,14253.8398,14253.8398,5237320000
2022-02-14,14233.4004,14400.7803,14119.7305,14268.5898,14268.5898,4347350000
2022-02-15,14482.1104,14624.5303,14444.46,14620.8203,14620.8203,4416840000
2022-02-16,14514.8398,14647.79,14399.29,14603.6396,14603.6396,4238560000
2022-02-17,14485.0801,14497.46,14155.4297,14171.7402,14171.7402,4278370000
2022-02-18,14207.5498,14225.7197,13918.7598,14009.54,14009.54,4501940000
2022-02-22,13892.8096,14109.2598,13720.9199,13870.5303,13870.5303,4849170000
2022-02-23,14016.9404,14035.9297,13502.5801,13509.4297,13509.4297,4639330000
2022-02-24,13065.4404,13989.0996,13065.4404,13974.6699,13974.6699,6180200000
2022-02-25,13973.9004,14193.0,13850.29,14189.1602,14189.1602,4628720000
2022-02-28,14058.6104,14296.5996,14009.3604,14237.8096,14237.8096,5928130000
2022-03-01,14197.6602,14271.5801,13906.9199,14005.9902,14005.9902,6131350000
2022-03-02,14075.1104,14292.7197,13962.6904,14243.6904,14243.6904,5246390000
2022-03-03,14339.7002,14342.5596,13965.1104,14035.21,14035.21,5092580000
2022-03-04,13957.5996,13992.9697,13738.6104,13837.8301,13837.8301,5343900000
2022-03-07,13853.5303,13879.0996,13314.4404,13319.3799,13319.3799,6195370000
2022-03-08,13275.2305,13663.2695,13129.4004,13267.6104,13267.6104,6683960000
2022-03-09,13610.4805,13793.1104,13504.4805,13742.2002,13742.2002,5396550000
2022-03-10,13577.8398,13633.6904,13399.46,13591.0,13591.0,5071250000
2022-03-11,13701.7998,13714.4404,13285.1904,13301.8301,13301.8301,5288210000
2022-03-14,13248.0898,13386.6699,13020.4004,13046.6396,13046.6396,5876710000
2022-03-15,13174.9697,13488.1797,13092.4502,13458.5596,13458.5596,5440100000
2022-03-16,13633.1201,13960.25,13475.0898,13956.79,13956.79,6552210000
2022-03-17,13878.9902,14125.6699,13827.3398,14118.5996,14118.5996,5612090000
2022-03-18,14061.29,14427.4697,14014.4297,14420.0801,14420.0801,8149290000
2022-03-21,14377.1504,14470.6797,14190.5303,14376.0898,14376.0898,5673940000
2022-03-22,14396.0303,14688.9697,14385.5498,14654.3301,14654.3301,5445100000
2022-03-23,14525.2197,14681.3301,14446.04,14447.5498,14447.5498,5024230000
2022-03-24,14529.7197,14767.7305,14440.6699,14765.6904,14765.6904,5149520000
2022-03-25,14766.9004,14805.8799,14577.5898,14754.3096,14754.3096,5585100000
2022-03-28,14763.1602,14989.0801,14705.9199,14987.4004,14987.4004,5129500000
2022-03-29,15142.9297,15265.4199,15039.6104,15239.3203,15239.3203,6060890000
2022-03-30,15177.1504,15229.0098,15010.3398,15071.5498,15071.5498,5479200000
2022-03-31,15074.2305,15088.3799,14835.1602,14838.4902,14838.4902,5453890000
2022-04-01,14886.9102,14925.9297,14723.8301,14861.21,14861.21,5002790000
2022-04-04,14903.3799,15161.8896,14884.5703,15159.5801,15159.5801,4630100000
2022-04-05,15109.2695,15120.6699,14782.5703,14820.6396,14820.6396,4727710000
2022-04-06,14600.2998,14639.3496,14395.4004,14498.8896,14498.8896,5360420000
2022-04-07,14469.5,14624.2402,14315.6904,14531.8096,14531.8096,4856090000
2022-04-08,14450.5303,14490.1904,14307.6797,14327.2598,14327.2598,4574080000
2022-04-11,14149.5996,14187.6699,13979.1396,13990.21,13990.21,4946680000
2022-04-12,14175.6602,14264.7402,13882.75,13940.2402,13940.2402,4991720000
2022-04-13,13939.6104,14258.8096,13919.4805,14217.29,14217.29,4909720000
2022-04-14,14225.4697,14235.3896,13884.8203,13893.21,13893.21,4642240000
2022-04-18,13859.4697,13997.9297,13788.96,13910.7598,13910.7598,4365230000
2022-04-19,13882.75,14236.5098,13844.7402,14210.2598,14210.2598,4562840000
2022-04-20,14246.2002,14263.6104,13962.8604,13998.5303,13998.5303,4678930000
2022-04-21,14174.9199,14277.21,13682.6797,13720.4502,13720.4502,5233110000
2022-04-22,13714.6299,13769.4004,13342.79,13356.8701,13356.8701,4475090000
2022-04-25,13275.4102,13541.7695,13239.7305,13533.2197,13533.2197,4845160000
2022-04-26,13447.6602,13447.6602,13009.6504,13009.71,13009.71,5168160000
2022-04-27,13009.4004,13241.9404,12936.4102,13003.3604,13003.3604,4810720000
2022-04-28,13254.96,13542.5596,13038.1699,13456.0596,13456.0596,5067150000
2022-04-29,13274.9404,13428.5303,12835.4805,12854.7998,12854.7998,4733070000
2022-05-02,12864.8301,13083.5703,12716.6299,13075.8496,13075.8496,4918240000
2022-05-03,13045.3496,13178.7402,12982.7002,13089.9004,13089.9004,4547280000
2022-05-04,13110.2998,13556.6699,12887.5303,13535.71,13535.71,5498050000
2022-05-05,13344.79,13344.79,12710.5898,12850.5498,12850.5498,5308920000
2022-05-06,12776.8604,12926.5801,12522.7695,12693.5303,12693.5303,5324480000
2022-05-09,12465.9102,12542.3203,12136.1904,12187.7197,12187.7197,5939140000
2022-05-10,12496.8398,12537.8896,12173.4697,12345.8604,12345.8604,6218260000
2022-05-11,12240.21,12470.8896,11939.0898,11967.5596,11967.5596,6152370000
2022-05-12,11790.1299,12128.7305,11692.1201,11945.5,11945.5,6679470000
2022-05-13,12125.9297,12429.2803,12069.1299,12387.4004,12387.4004,5894020000
2022-05-16,12297.0703,12395.5098,12196.21,12243.5801,12243.5801,4930250000
2022-05-17,12496.6299,12572.9902,12333.9902,12564.0996,12564.0996,5093960000
2022-05-18,12352.9199,12389.96,11887.0,11928.3096,11928.3096,5064120000
2022-05-19,11872.5596,12066.8496,11795.79,11875.6299,11875.6299,5154410000
2022-05-20,12037.0303,12044.7002,11492.29,11835.6201,11835.6201,5434370000
2022-05-23,11867.0801,12047.8096,11785.7598,12034.2803,12034.2803,4552200000
2022-05-24,11807.7803,11842.8096,11576.1104,11769.8398,11769.8398,4724430000
2022-05-25,11732.4502,12028.8896,11714.2695,11943.9297,11943.9297,4519690000
2022-05-26,11906.8301,12337.7305,11901.8701,12276.79,12276.79,4672620000
2022-05-27,12421.7998,12682.5801,12405.29,12681.4199,12681.4199,4793900000
2022-05-31,12688.9502,12762.8398,12482.3203,12642.0996,12642.0996,6045500000
2022-06-01,12750.3096,12820.4697,12457.9102,12548.3604,12548.3604,4719900000
2022-06-02,12498.6299,12897.6299,12447.7695,12892.8896,12892.8896,4445840000
2022-06-03,12650.3799,12724.8096,12505.7598,12548.0303,12548.0303,4130040000
2022-06-06,12745.8896,12804.46,12534.5801,12599.6299,12599.6299,4647010000
2022-06-07,12456.4902,12737.2998,12413.5596,12711.6797,12711.6797,4411240000
2022-06-08,12682.8096,12776.6504,12578.5498,12615.1299,12615.1299,4708980000
2022-06-09,12543.3701,12666.4102,12265.8604,12269.7803,12269.7803,5408460000
2022-06-10,12052.5898,12082.6904,11825.3496,11832.8203,11832.8203,5152020000
2022-06-13,11472.1904,11568.6504,11254.1904,11288.3203,11288.3203,5937320000
2022-06-14,11385.1797,11418.2197,11205.9199,11311.6904,11311.6904,4819890000
2022-06-15,11468.1299,11751.29,11346.54,11593.7695,11593.7695,5368500000
2022-06-16,11286.8701,11311.0498,11037.21,11127.5703,11127.5703,5696630000
2022-06-17,11172.6504,11357.9697,11089.9297,11265.9902,11265.9902,7452830000
2022-06-21,11446.9805,11638.4697,11446.9805,11546.7598,11546.7598,5226260000
2022-06-22,11427.7402,11708.0801,11423.2002,11527.71,11527.71,5238180000
2022-06-23,11622.0898,11729.6201,11515.4805,11697.6797,11697.6797,5258200000
2022-06-24,11826.9502,12112.8203,11812.1797,12105.8496,12105.8496,9468130000
2022-06-27,12157.9297,12175.9805,11965.6699,12008.2402,12008.2402,5047860000
2022-06-28,12021.3398,12133.8701,11633.1299,11637.7695,11637.7695,5433220000
2022-06-29,11619.0098,11710.21,11537.7197,11658.2598,11658.2598,5650860000
2022-06-30,11532.3203,11650.96,11322.8604,11503.7197,11503.7197,5654520000
2022-07-01,11472.6299,11592.8496,11378.6299,11585.6797,11585.6797,4865730000
2022-07-05,11419.3398,11781.7402,11366.0703,11779.9004,11779.9004,5053570000
2022-07-06,11807.0801,11941.3096,11727.3604,11852.5898,11852.5898,4851170000
2022-07-07,11913.7305,12137.71,11897.5098,12109.0498,12109.0498,4685050000
2022-07-08,11977.9502,12179.3203,11956.0303,12125.6904,12125.6904,4526570000
2022-07-11,12008.7598,12026.0596,11830.8896,11860.2803,11860.2803,4362910000
2022-07-12,11926.8398,11990.4404,11684.0195,11744.9902,11744.9902,4317860000
2022-07-13,11523.9102,11819.6904,11498.96,11728.5303,11728.5303,4433060000
2022-07-14,11637.1797,11801.1104,11488.2695,11768.4004,11768.4004,4481070000
2022-07-15,11896.1504,11987.5195,11828.1299,11983.6201,11983.6201,4369060000
2022-07-18,12089.6797,12156.0898,11836.5195,11877.5,11877.5,5057920000
2022-07-19,12046.6904,12258.3701,11967.9199,12249.4199,12249.4199,5302740000
2022-07-20,12269.0703,12488.3896,12232.2002,12439.6797,12439.6797,5467080000
2022-07-21,12466.1299,12620.5,12351.4199,12619.4102,12619.4102,4680930000
2022-07-22,12575.7598,12662.8604,12322.8203,12396.4697,12396.4697,4721880000
2022-07-25,12391.21,12415.5898,12244.4004,12328.4102,12328.4102,4346520000
2022-07-26,12248.21,12259.0098,12051.21,12086.9004,12086.9004,4349760000
2022-07-27,12299.3398,12660.7695,12256.9404,12601.4697,12601.4697,4588480000
2022-07-28,12580.6104,12741.8301,12433.5498,12717.8701,12717.8701,4924950000
2022-07-29,12784.2002,12986.6396,12726.25,12947.9697,12947.9697,4907410000
2022-08-01,12877.04,13084.6104,12833.1602,12940.7803,12940.7803,4396390000
2022-08-02,12853.04,13073.2695,12809.0098,12901.5996,12901.5996,4792140000
2022-08-03,12983.5801,13289.1904,12974.8496,13253.2598,13253.2598,5667990000
2022-08-04,13253.7695,13326.7197,13170.4404,13311.04,13311.04,5451470000
2022-08-05,13107.4502,13286.0195,13070.3604,13207.6904,13207.6904,4911300000
2022-08-08,13227.0898,13394.54,13103.7998,13159.1602,13159.1602,5238600000
2022-08-09,13064.2402,13095.7002,12945.5996,13008.1699,13008.1699,5307340000
2022-08-10,13330.6602,13386.8496,13220.0498,13378.3203,13378.3203,5196210000
2022-08-11,13471.0303,13555.3799,13271.3496,13291.9902,13291.9902,5815960000
2022-08-12,13384.6504,13565.8701,13341.6504,13565.8701,13565.8701,4782610000
2022-08-15,13529.6602,13685.6504,13524.5303,13667.1797,13667.1797,4476040000
2022-08-16,13617.6602,13720.9102,13508.4697,13635.21,13635.21,5028410000
2022-08-17,13499.2402,13591.5801,13389.8203,13470.8604,13470.8604,5229520000
2022-08-18,13474.2402,13553.2803,13405.7402,13505.9902,13505.9902,4724350000
2022-08-19,13370.25,13402.6104,13210.8203,13242.9004,13242.9004,4628170000
2022-08-22,13056.3896,13073.0703,12859.8203,12890.54,12890.54,4270980000
2022-08-23,12885.2803,13000.71,12852.7002,12881.79,12881.79,3836180000
2022-08-24,12876.2305,12995.1396,12843.5801,12917.8604,12917.8604,3917170000
2022-08-25,12984.7402,13146.8398,12951.6104,13143.5801,13143.5801,4323470000
2022-08-26,13129.9102,13175.25,12603.4102,12605.1699,12605.1699,4530000000
2022-08-29,12488.46,12594.3398,12440.4004,12484.3203,12484.3203,4209850000
2022-08-30,12562.4004,12572.8799,12240.8203,12342.7002,12342.7002,4681520000
2022-08-31,12448.0703,12502.1504,12268.0801,12272.0303,12272.0303,4952010000
2022-09-01,12158.8799,12290.3301,12012.9805,12274.6201,12274.6201,4792890000
2022-09-02,12392.46,12451.2803,12035.5303,12098.4404,12098.4404,4257410000
2022-09-06,12106.5703,12152.4199,11928.8096,12011.3096,12011.3096,4622940000
2022-09-07,12038.1797,12298.1201,12026.9805,12259.3896,12259.3896,4445640000
2022-09-08,12139.5703,12374.1299,12120.2598,12321.1904,12321.1904,4329910000
2022-09-09,12424.1504,12610.4297,12424.1504,12588.29,12588.29,4401590000
2022-09-12,12649.2305,12752.8301,12639.7598,12739.7197,12739.7197,4146680000
2022-09-13,12364.8301,12420.0098,12004.4199,12033.6201,12033.6201,5188380000
2022-09-14,12092.0303,12170.25,12016.4297,12134.4004,12134.4004,4861530000
2022-09-15,12034.4297,12153.3398,11867.8799,11927.4902,11927.4902,4805910000
2022-09-16,11775.9404,11875.0898,11710.2598,11861.3799,11861.3799,7451840000
2022-09-19,11753.5996,11956.79,11752.4297,11953.2695,11953.2695,4168670000
2022-09-20,11855.8398,11951.1299,11761.6904,11851.54,11851.54,4028100000
2022-09-21,11892.7197,12062.5195,11636.25,11637.79,11637.79,4471000000
2022-09-22,11574.3203,11617.9902,11448.8604,11501.6504,11501.6504,4916470000
2022-09-23,11398.75,11402.4102,11169.6602,11311.2402,11311.2402,5134350000
2022-09-26,11283.1396,11473.3604,11235.7402,11254.1104,11254.1104,4697730000
2022-09-27,11411.3398,11502.3799,11175.29,11271.75,11271.75,4445050000
2022-09-28,11258.7402,11546.8701,11210.8096,11493.8301,11493.8301,4556100000
2022-09-29,11334.5703,11339.9102,11038.9404,11164.7803,11164.7803,4516630000
2022-09-30,11123.1104,11296.1602,10966.9502,10971.2197,10971.2197,4649710000
2022-10-03,11059.1699,11296.4297,10985.0098,11229.7305,11229.7305,4415440000
2022-10-04,11477.8496,11609.25,11462.3701,11582.54,11582.54,5004780000
2022-10-05,11429.4697,11647.6201,11312.5195,11573.1797,11573.1797,4091860000
2022-10-06,11556.4004,11660.5498,11472.8301,11485.5,11485.5,4423320000
2022-10-07,11272.46,11293.6504,10991.6602,11039.4697,11039.4697,4634190000
2022-10-10,11048.5098,11063.21,10824.25,10926.9697,10926.9697,3989640000
2022-10-11,10865.3203,10981.9102,10716.3301,10791.3496,10791.3496,4738840000
2022-10-12,10810.2998,10886.4902,10754.8496,10785.6201,10785.6201,4091030000
2022-10-13,10481.5801,11087.6602,10440.6396,11033.5801,11033.5801,5300080000
2022-10-14,11130.0801,11152.8896,10677.4805,10692.0596,10692.0596,4393000000
2022-10-17,10967.25,11090.8701,10959.7402,11062.5303,11062.5303,4439190000
2022-10-18,11368.7598,11374.3799,11035.7998,11147.7402,11147.7402,5047360000
2022-10-19,11081.8203,11231.46,11008.1104,11103.3799,11103.3799,4955090000
2022-10-20,11081.2197,11279.8096,11001.2803,11046.71,11046.71,4628010000
2022-10-21,10998.1699,11327.7695,10962.0098,11310.3301,11310.3301,4706440000
2022-10-24,11321.1104,11468.1797,11166.4902,11430.2598,11430.2598,4808710000
2022-10-25,11482.8701,11681.8496,11480.4102,11669.9902,11669.9902,5141760000
2022-10-26,11409.79,11657.0596,11388.3398,11405.9004,11405.9004,5224440000
2022-10-27,11387.71,11417.04,11179.9004,11191.6299,11191.6299,4773520000
2022-10-28,11176.9902,11563.1602,11176.9902,11546.21,11546.21,4731940000
2022-10-31,11465.21,11482.9902,11331.2598,11405.5703,11405.5703,4753740000
2022-11-01,11571.5303,11574.3896,11278.2803,11288.9502,11288.9502,4677520000
2022-11-02,11300.2695,11410.9102,10903.4805,10906.3398,10906.3398,5436420000
2022-11-03,10769.4297,10852.1797,10680.8301,10690.5996,10690.5996,5102190000
2022-11-04,10911.9805,10934.6201,10632.3896,10857.0303,10857.0303,5453750000
2022-11-07,10900.8301,11001.1602,10817.5898,10977.0,10977.0,4456690000
2022-11-08,11039.5801,11191.9004,10897.5303,11059.5,11059.5,5134500000
