date,open,high,low,close,adjusted_close,volume
2022-11-09,10971.4297,11012.6602,10790.3496,10797.5498,10797.5498,4977460000
2022-11-10,11350.4199,11612.2002,11235.7402,11605.96,11605.96,6433000000
2022-11-11,11604.3604,11840.0703,11535.5596,11817.0098,11817.0098,5867750000
2022-11-14,11728.1104,11863.8203,11669.0996,11700.9404,11700.9404,5004060000
2022-11-15,12006.4502,12024.9502,11735.4004,11871.1504,11871.1504,5617310000
2022-11-16,11767.4199,11796.9902,11673.1396,11699.0898,11699.0898,4585190000
2022-11-17,11521.6396,11737.6104,11519.3799,11676.8604,11676.8604,4354360000
2022-11-18,11791.8496,11794.6797,11579.6396,11677.0195,11677.0195,4175420000
2022-11-21,11623.3496,11664.9404,11524.4404,11553.4502,11553.4502,3977130000
2022-11-22,11590.8301,11731.7598,11503.3398,11724.8398,11724.8398,4186360000
2022-11-23,11725.0801,11866.4199,11722.0098,11838.7197,11838.7197,4431530000
2022-11-25,11777.3301,11803.9102,11748.79,11756.0303,11756.0303,2184080000
2022-11-28,11684.0703,11764.8301,11555.2598,11587.75,11587.75,4271360000
2022-11-29,11590.2998,11613.3301,11450.3398,11503.4502,11503.4502,4592830000
2022-11-30,11505.7402,12031.3398,11481.8896,12030.0596,12030.0596,6653460000
2022-12-01,12030.2402,12115.3398,11928.6602,12041.8896,12041.8896,5158120000
2022-12-02,11845.5303,12027.6201,11825.5303,11994.2598,11994.2598,4523010000
2022-12-05,11899.54,11957.3604,11732.1504,11786.7998,11786.7998,4510030000
2022-12-06,11775.2002,11790.9297,11488.5996,11549.6904,11549.6904,4713330000
2022-12-07,11490.9902,11577.6904,11431.96,11497.3896,11497.3896,4343860000
2022-12-08,11543.6797,11672.1396,11470.6797,11637.5,11637.5,4281800000
2022-12-09,11594.3799,11707.0898,11550.3096,11563.3301,11563.3301,4337440000
2022-12-12,11572.2598,11707.71,11529.4102,11706.4404,11706.4404,4829990000
2022-12-13,12141.2402,12166.4102,11724.9004,11834.21,11834.21,6126890000
2022-12-14,11824.54,11941.2803,11617.4102,11740.9199,11740.9199,5485150000
2022-12-15,11573.3799,11591.3301,11300.3496,11345.2197,11345.2197,5536070000
2022-12-16,11313.6396,11383.3896,11175.54,11243.7197,11243.7197,7968170000
2022-12-19,11243.0,11251.5703,11029.7695,11084.5898,11084.5898,4631820000
2022-12-20,11023.4697,11143.6201,10967.0703,11072.4199,11072.4199,4707190000
2022-12-21,11110.6504,11285.7803,11083.3604,11235.8799,11235.8799,4401420000
2022-12-22,11099.3604,11114.2305,10784.0195,10956.1396,10956.1396,5125070000
2022-12-23,10911.04,11007.0898,10830.9004,10985.4502,10985.4502,3544680000
2022-12-27,10944.2998,10957.4404,10807.6104,10822.5098,10822.5098,3827290000
2022-12-28,10807.1201,10898.6396,10671.1904,10679.3398,10679.3398,3842970000
2022-12-29,10800.7998,10981.0596,10776.6201,10951.0498,10951.0498,4154100000
2022-12-30,10835.5898,10942.9004,10778.6396,10939.7598,10939.7598,3959030000
2023-01-03,11038.4199,11093.0996,10770.9297,10862.6396,10862.6396,4780650000
2023-01-04,10949.3398,10981.46,10785.5303,10914.7998,10914.7998,5085380000
2023-01-05,10837.25,10842.3301,10728.2598,10741.2197,10741.2197,4764270000
2023-01-06,10807.46,11082.5898,10696.4199,11040.3496,11040.3496,5199780000
2023-01-09,11133.0703,11304.8398,11085.3203,11108.4502,11108.4502,5132190000
2023-01-10,11069.0498,11207.5596,11050.6797,11205.7803,11205.7803,4710680000
2023-01-11,11259.1602,11403.8896,11220.75,11402.5195,11402.5195,5284390000
2023-01-12,11441.4502,11500.8604,11246.0195,11459.6104,11459.6104,5681240000
2023-01-13,11362.1299,11547.96,11347.5996,11541.4805,11541.4805,5077990000
2023-01-17,11531.54,11615.9502,11484.0195,11557.1904,11557.1904,5138410000
2023-01-18,11636.6104,11690.2695,11403.3096,11410.29,11410.29,5288630000
2023-01-19,11345.1904,11388.46,11251.9404,11295.6699,11295.6699,4660800000
2023-01-20,11363.8496,11623.2002,11329.54,11619.0303,11619.0303,5980110000
2023-01-23,11652.0,11918.8604,11617.8301,11872.54,11872.54,5997810000
2023-01-24,11802.9502,11889.3701,11780.0703,11846.6396,11846.6396,5670860000
2023-01-25,11636.0098,11841.8096,11550.0703,11814.6904,11814.6904,5485570000
2023-01-26,11972.5703,12055.8096,11853.3701,12051.4805,12051.4805,5732890000
2023-01-27,12000.21,12248.1504,11999.8701,12166.5996,12166.5996,6243800000
2023-01-30,12047.1602,12087.6797,11906.1104,11912.3896,11912.3896,5122320000
2023-01-31,11915.9404,12104.1299,11915.9404,12101.9297,12101.9297,5695150000
2023-02-01,12087.9199,12458.8701,12010.7305,12363.0996,12363.0996,6336040000
2023-02-02,12655.1797,12880.9805,12600.7598,12803.1396,12803.1396,7038210000
2023-02-03,12520.9502,12828.71,12520.9502,12573.3604,12573.3604,5954490000
2023-02-06,12468.7998,12558.8701,12411.8799,12464.5098,12464.5098,5538350000
2023-02-07,12474.9502,12771.5898,12419.71,12728.2695,12728.2695,5720240000
2023-02-08,12680.0303,12709.4502,12471.1201,12495.3799,12495.3799,5052870000
2023-02-09,12677.54,12679.54,12327.4404,12381.1699,12381.1699,5536290000
2023-02-10,12306.5898,12375.7197,12204.21,12304.9199,12304.9199,4885030000
2023-02-13,12356.5,12522.7803,12313.4502,12502.3096,12502.3096,4752880000
2023-02-14,12413.0996,12627.4004,12356.3203,12590.8896,12590.8896,5032430000
2023-02-15,12531.5996,12689.3398,12486.4199,12687.8896,12687.8896,5056640000
2023-02-16,12495.0703,12653.4004,12440.0,12442.4805,12442.4805,5159410000
2023-02-17,12352.2998,12385.5195,12233.79,12358.1797,12358.1797,4925230000
2023-02-21,12205.21,12257.0596,12058.2305,12060.2998,12060.2998,5002540000
2023-02-22,12085.6699,12156.21,12006.04,12066.2695,12066.2695,4671270000
2023-02-23,12224.4404,12227.4004,12003.3096,12180.1396,12180.1396,4714580000
2023-02-24,11979.7998,12018.3203,11900.8398,11969.6504,11969.6504,4432650000
2023-02-27,12106.79,12159.6396,12034.6104,12057.79,12057.79,4494000000
2023-02-28,12041.75,12146.5195,12021.3203,12042.1201,12042.1201,5340950000
2023-03-01,12026.7197,12054.4805,11906.5801,11938.5703,11938.5703,4927530000
2023-03-02,11830.0898,12074.5898,11830.0898,12044.8701,12044.8701,5313760000
2023-03-03,12110.71,12300.46,12095.2402,12290.8096,12290.8096,5102210000
2023-03-06,12344.6504,12466.8799,12297.5703,12302.4805,12302.4805,4982880000
2023-03-07,12303.1904,12344.04,12130.0098,12152.1699,12152.1699,5422820000
2023-03-08,12181.0596,12237.7197,12102.2803,12215.3301,12215.3301,5085970000
2023-03-09,12230.8398,12340.4502,11970.3398,11995.8799,11995.8799,5061790000
2023-03-10,12001.7002,12069.6201,11789.8604,11830.2803,11830.2803,6193500000
2023-03-13,11752.0996,12073.96,11695.4102,11923.1699,11923.1699,6201490000
2023-03-14,12078.46,12217.8701,12035.2197,12199.79,12199.79,5533120000
2023-03-15,12083.2402,12269.4502,12026.1797,12251.3203,12251.3203,5912430000
2023-03-16,12211.8701,12595.6904,12190.6504,12581.3896,12581.3896,5498920000
2023-03-17,12570.1602,12674.3398,12444.0801,12519.8799,12519.8799,7903090000
2023-03-20,12487.79,12578.3496,12407.8203,12562.6104,12562.6104,4970630000
2023-03-21,12643.3496,12762.4502,12582.7598,12741.4404,12741.4404,4829870000
2023-03-22,12742.4102,12943.6201,12563.7803,12567.1504,12567.1504,4981590000
2023-03-23,12735.5996,12900.0996,12611.6699,12729.2305,12729.2305,4917460000
2023-03-24,12700.5098,12770.2803,12608.1504,12767.0498,12767.0498,4363650000
2023-03-27,12797.9004,12839.4199,12647.9404,12673.0703,12673.0703,4330320000
2023-03-28,12654.9102,12654.9102,12517.8701,12610.5703,12610.5703,4036910000
2023-03-29,12768.1396,12867.3203,12734.6797,12846.0303,12846.0303,4493540000
2023-03-30,12934.9902,12987.9697,12894.1396,12963.1396,12963.1396,4738880000
2023-03-31,12968.96,13188.8301,12968.0,13181.3496,13181.3496,5521150000
2023-04-03,13084.0996,13157.4697,13036.5498,13148.3496,13148.3496,4816440000
2023-04-04,13165.3203,13204.0801,13049.9805,13100.0801,13100.0801,4298760000
2023-04-05,13056.79,13065.2803,12894.4404,12967.2002,12967.2002,4378590000
2023-04-06,12892.9004,13078.0996,12846.0303,13062.5996,13062.5996,3862800000
2023-04-10,12936.5195,13051.8496,12861.5195,13051.2305,13051.2305,4334070000
2023-04-11,13040.4902,13049.5596,12947.6602,12964.1504,12964.1504,4676960000
2023-04-12,13043.9697,13071.9805,12833.3096,12848.3496,12848.3496,4909770000
2023-04-13,12922.9004,13124.4102,12920.0195,13109.3896,13109.3896,4942990000
2023-04-14,13044.6904,13152.2803,12962.5098,13079.5195,13079.5195,4655740000
2023-04-17,13053.2598,13105.6797,12981.2598,13087.71,13087.71,4823180000
2023-04-18,13180.3096,13196.1797,13044.21,13091.79,13091.79,4851810000
2023-04-19,12992.5098,13128.25,12988.2002,13088.71,13088.71,4972700000
2023-04-20,12962.29,13107.9199,12933.7998,12985.9805,12985.9805,4590530000
2023-04-21,12970.3203,13030.8496,12899.6396,13000.7695,13000.7695,4868050000
2023-04-24,12981.71,13044.2197,12883.7695,12969.7598,12969.7598,4854050000
2023-04-25,12905.0898,12933.2803,12724.2402,12725.1104,12725.1104,4806020000
2023-04-26,12866.6396,12929.6201,12783.4199,12806.4805,12806.4805,5281970000
2023-04-27,12963.21,13175.6201,12938.5,13160.0303,13160.0303,5253710000
2023-04-28,13139.3496,13247.3896,13096.9404,13245.9902,13245.9902,5331380000
2023-05-01,13229.1104,13287.4697,13186.4004,13231.4697,13231.4697,5168430000
2023-05-02,13225.4805,13241.5303,13046.79,13113.6602,13113.6602,5501410000
2023-05-03,13123.0996,13231.71,13026.04,13030.21,13030.21,5782160000
2023-05-04,13014.0703,13064.0195,12938.4502,12982.4805,12982.4805,4745780000
2023-05-05,13070.7002,13291.1104,13059.9102,13259.1299,13259.1299,4574790000
2023-05-08,13247.0898,13302.4297,13193.0801,13291.6396,13291.6396,4216360000
2023-05-09,13228.6396,13254.8096,13193.8799,13201.1104,13201.1104,4126780000
2023-05-10,13308.4102,13384.4199,13204.79,13347.8301,13347.8301,4948260000
2023-05-11,13376.8496,13411.7002,13306.0801,13389.7803,13389.7803,4489490000
2023-05-12,13407.0195,13427.4199,13256.5596,13340.1797,13340.1797,4170000000
2023-05-15,13352.2598,13419.8096,13297.8496,13413.5098,13413.5098,3979290000
2023-05-16,13385.3701,13498.4404,13384.7695,13426.0098,13426.0098,4067510000
2023-05-17,13474.5195,13608.3301,13419.3496,13589.2598,13589.2598,4501820000
2023-05-18,13608.9502,13844.7598,13606.8096,13834.6201,13834.6201,4532890000
2023-05-19,13842.6904,13874.4199,13763.9004,13803.4902,13803.4902,3935780000
2023-05-22,13805.3301,13893.71,13792.9697,13849.7402,13849.7402,4278920000
2023-05-23,13773.6797,13827.0996,13662.9102,13672.54,13672.54,4347440000
2023-05-24,13589.0195,13655.7305,13520.9199,13604.4805,13604.4805,359790000
2023-05-25,13920.8896,13986.8701,13812.1797,13938.5303,13938.5303,4651640000
2023-05-26,13990.5498,14329.4902,13982.1602,14298.4102,14298.4102,4434070000
2023-05-30,14465.5898,14520.1699,14301.0801,14354.9902,14354.9902,4843470000
2023-05-31,14293.5596,14375.3799,14216.1602,14254.0898,14254.0898,5905760000
2023-06-01,14269.0898,14493.3096,14219.9404,14441.5098,14441.5098,4610310000
2023-06-02,14517.0801,14595.8096,14442.1504,14546.6396,14546.6396,4426760000
2023-06-05,14550.1299,14662.9502,14516.8799,14556.5,14556.5,4344280000
2023-06-06,14526.0996,14593.5,14476.9902,14558.0898,14558.0898,4810910000
2023-06-07,14573.2695,14647.9102,14283.8799,14303.29,14303.29,5270600000
2023-06-08,14319.2402,14503.3096,14314.6904,14484.54,14484.54,4280160000
2023-06-09,14574.2402,14672.8496,14487.4805,14528.3604,14528.3604,4412710000
2023-06-12,14617.3496,14789.5996,14571.3604,14784.2998,14784.2998,4722680000
2023-06-13,14911.2598,14931.8301,14770.1396,14900.8496,14900.8496,5522100000
2023-06-14,14894.0996,15017.0996,14784.6201,15005.6904,15005.6904,5772550000
2023-06-15,14949.7002,15246.6201,14930.1201,15185.4805,15185.4805,5667520000
2023-06-16,15272.6504,15284.6504,15073.4502,15083.9199,15083.9199,8076530000
2023-06-20,15036.4805,15127.4199,14946.7197,15070.1504,15070.1504,5237710000
2023-06-21,15019.0098,15038.9004,14826.0195,14867.4502,14867.4502,5194640000
2023-06-22,14797.8896,15044.2197,14794.9502,15042.3203,15042.3203,4499550000
2023-06-23,14879.2305,14983.7305,14821.8096,14891.4805,14891.4805,7734500000
2023-06-26,14866.6602,14982.8203,14687.0195,14689.0195,14689.0195,4430600000
2023-06-27,14751.5703,14972.3096,14726.75,14945.9102,14945.9102,5053660000
2023-06-28,14876.25,15051.0801,14865.8096,14964.5703,14964.5703,4533270000
2023-06-29,14965.5498,14986.8896,14876.9404,14939.9502,14939.9502,4388140000
2023-06-30,15085.2402,15213.75,15081.5703,15179.21,15179.21,4661120000
2023-07-03,15190.54,15232.96,15153.5996,15208.6904,15208.6904,2902300000
2023-07-05,15165.3604,15275.1797,15162.6602,15203.7803,15203.7803,5339340000
2023-07-06,15054.0996,15106.4502,14969.1396,15089.4502,15089.4502,6113080000
2023-07-07,15070.5,15210.6299,15032.5596,15036.8496,15036.8496,5098120000
2023-07-10,15031.9502,15066.4404,14924.6396,15045.6396,15045.6396,5275390000
2023-07-11,15068.1299,15135.29,14974.1602,15119.0596,15119.0596,4840950000
2023-07-12,15279.3496,15364.0898,15209.71,15307.2305,15307.2305,5230620000
2023-07-13,15432.4805,15602.7402,15420.71,15571.9805,15571.9805,5183560000
2023-07-14,15610.0,15720.0596,15531.0,15565.5996,15565.5996,5366890000
2023-07-17,15608.2803,15745.6699,15576.5098,15713.2803,15713.2803,4593160000
2023-07-18,15671.7197,15895.6797,15607.71,15841.3496,15841.3496,4824070000
2023-07-19,15888.1602,15932.0498,15781.96,15826.3496,15826.3496,5112420000
2023-07-20,15717.6699,15771.8398,15429.8701,15466.0898,15466.0898,5128020000
2023-07-21,15554.9502,15600.54,15410.5703,15425.6699,15425.6699,5254180000
2023-07-24,15475.1504,15504.6699,15374.6602,15448.0195,15448.0195,4083070000
2023-07-25,15483.0596,15622.6904,15482.04,15561.4199,15561.4199,3812470000
2023-07-26,15514.04,15571.1602,15411.9102,15499.2598,15499.2598,4322000000
2023-07-27,15734.0303,15795.5098,15416.0498,15464.9297,15464.9297,5115840000
2023-07-28,15630.1699,15788.4805,15617.75,15750.9297,15750.9297,4453520000
2023-07-31,15774.2998,15803.5498,15702.7402,15757.0,15757.0,4934440000
2023-08-01,15696.9805,15748.4297,15636.5703,15718.0098,15718.0098,4633770000
2023-08-02,15561.1504,15561.3604,15321.4404,15370.7402,15370.7402,5481960000
2023-08-03,15287.7695,15436.5898,15270.7197,15353.54,15353.54,6036970000
2023-08-04,15420.7402,15523.3096,15258.6904,15274.9199,15274.9199,5349450000
2023-08-07,15355.6201,15410.8496,15258.9199,15407.8496,15407.8496,4892330000
2023-08-08,15279.4102,15295.7998,15148.25,15273.0498,15273.0498,5284550000
2023-08-09,15286.9902,15288.7598,15077.9102,15101.71,15101.71,5591360000
2023-08-10,15217.29,15366.29,15072.4902,15128.8398,15128.8398,5299080000
2023-08-11,15010.5195,15102.5303,14973.6699,15028.0703,15028.0703,4638880000
2023-08-14,14988.4199,15206.2598,14972.0098,15205.5898,15205.5898,4272020000
2023-08-15,15172.0801,15192.8799,15014.3604,15037.6504,15037.6504,4473320000
2023-08-16,15021.6299,15077.0498,14874.0195,14876.4697,14876.4697,6243760000
2023-08-17,14943.3398,14949.5801,14698.29,14715.8096,14715.8096,5280180000
2023-08-18,14589.71,14744.5703,14557.8301,14694.8398,14694.8398,4801910000
2023-08-21,14762.0098,14958.8701,14739.3701,14936.6904,14936.6904,4363070000
2023-08-22,15035.0703,15037.79,14883.9805,14908.96,14908.96,4282430000
2023-08-23,14947.5801,15188.8604,14947.5801,15148.0596,15148.0596,4127850000
2023-08-24,15278.9297,15279.2402,14814.8301,14816.4404,14816.4404,4383820000
2023-08-25,14858.9297,15001.29,14715.3604,14941.8301,14941.8301,3970060000
2023-08-28,15035.4805,15086.2305,14948.9199,15052.46,15052.46,3666680000
2023-08-29,15043.0195,15391.5596,15034.54,15376.5498,15376.5498,4748180000
2023-08-30,15386.6699,15484.8301,15341.9404,15462.4297,15462.4297,4364600000
2023-08-31,15475.4297,15575.0098,15466.4102,15501.0703,15501.0703,4568610000
2023-09-01,15600.9502,15618.8496,15429.3604,15490.8604,15490.8604,4033960000
2023-09-05,15460.5195,15556.8496,15419.96,15508.2402,15508.2402,4379790000
2023-09-06,15467.3203,15487.0,15289.4805,15371.4404,15371.4404,4215320000
2023-09-07,15174.2197,15288.2002,15138.7305,15258.5195,15258.5195,4320830000
2023-09-08,15265.5703,15374.2197,15244.0596,15280.2305,15280.2305,4160360000
2023-09-11,15409.7695,15482.8398,15328.3496,15461.8701,15461.8701,4538870000
2023-09-12,15390.5898,15447.8496,15278.8799,15289.7402,15289.7402,4595490000
2023-09-13,15293.2695,15414.6104,15256.5996,15348.5303,15348.5303,4840310000
2023-09-14,15433.0098,15512.8203,15337.1797,15473.8896,15473.8896,4649010000
2023-09-15,15425.9502,15435.4502,15173.71,15202.4004,15202.4004,8162210000
2023-09-18,15161.1699,15268.96,15155.46,15225.3701,15225.3701,4855880000
2023-09-19,15152.5303,15219.9199,15069.4102,15191.2305,15191.2305,4453460000
2023-09-20,15225.3398,15245.1904,14967.5996,14969.9199,14969.9199,4782440000
2023-09-21,14813.4902,14849.25,14691.6904,14694.2402,14694.2402,5014890000
2023-09-22,14756.6201,14855.9199,14686.8398,14701.0996,14701.0996,4302700000
2023-09-25,14662.6904,14771.1201,14615.4502,14768.9004,14768.9004,4100290000
2023-09-26,14668.4502,14678.4805,14505.6797,14545.8301,14545.8301,4693540000
2023-09-27,14600.1396,14657.21,14432.5996,14580.1602,14580.1602,4841410000
2023-09-28,14530.96,14787.5801,14510.1699,14702.7695,14702.7695,4648390000
2023-09-29,14853.3496,14901.8496,14664.7803,14715.2402,14715.2402,5138500000
2023-10-02,14717.9004,14892.1797,14701.5195,14837.5703,14837.5703,4554700000
2023-10-03,14744.0498,14819.8701,14504.1396,14565.6201,14565.6201,4684310000
2023-10-04,14613.2305,14803.04,14592.5596,14776.25,14776.25,4308070000
2023-10-05,14769.5498,14784.6904,14584.3896,14723.2197,14723.2197,4167470000
2023-10-06,14622.2305,15021.3799,14575.9502,14973.2402,14973.2402,4309420000
2023-10-09,14871.5703,15070.6396,14816.3203,15047.1504,15047.1504,3835930000
2023-10-10,15074.04,15241.9404,15050.54,15131.5195,15131.5195,4301350000
2023-10-11,15194.5303,15248.2197,15119.6201,15241.1201,15241.1201,4160440000
2023-10-12,15264.1104,15333.9805,15090.6904,15184.0996,15184.0996,4858620000
2023-10-13,15225.7305,15232.3701,14943.4199,14995.1201,14995.1201,4251550000
2023-10-16,15054.4805,15209.5,15047.2695,15172.7305,15172.7305,4308690000
2023-10-17,15009.2598,15187.0596,14932.7695,15122.0098,15122.0098,4417640000
2023-10-18,15022.2803,15103.8701,14865.8096,14909.2598,14909.2598,4617140000
2023-10-19,14981.1299,15023.9102,14749.2998,14783.1299,14783.1299,5014790000
2023-10-20,14752.5898,14781.2197,14552.1201,14560.8799,14560.8799,4622840000
2023-10-23,14514.1104,14746.3701,14419.0596,14604.8496,14604.8496,4669060000
2023-10-24,14678.4102,14774.1602,14610.3301,14745.8604,14745.8604,4604720000
2023-10-25,14642.0801,14643.6904,14362.2402,14381.6396,14381.6396,4599850000
2023-10-26,14314.0098,14372.5098,14058.3301,14109.5703,14109.5703,4894900000
2023-10-27,14245.75,14321.04,14130.3701,14180.4199,14180.4199,4172100000
2023-10-30,14283.9805,14388.2002,14225.8604,14335.5098,14335.5098,4149320000
2023-10-31,14340.8604,14420.4404,14232.4004,14409.7803,14409.7803,4315630000
2023-11-01,14453.6797,14677.8604,14441.8896,14664.9102,14664.9102,4545120000
2023-11-02,14856.9502,14930.7598,14792.8096,14919.5498,14919.5498,4962950000
2023-11-03,14985.1201,15149.7803,14965.29,15099.4902,15099.4902,4918750000
2023-11-06,15137.1602,15180.1904,15064.9102,15154.9297,15154.9297,4345850000
2023-11-07,15201.7695,15335.4404,15153.3096,15296.0195,15296.0195,4354460000
2023-11-08,15313.9004,15343.1904,15220.8799,15313.2402,15313.2402,4685550000
2023-11-09,15351.1201,15382.1104,15171.3203,15187.9004,15187.9004,5313970000
2023-11-10,15252.3604,15535.2002,15237.1699,15529.1201,15529.1201,4722140000
2023-11-13,15469.21,15524.6602,15404.71,15482.79,15482.79,4349590000
2023-11-14,15744.3604,15850.3398,15726.1201,15812.4697,15812.4697,5332490000
2023-11-15,15881.7197,15904.6299,15765.3096,15817.1797,15817.1797,5063830000
2023-11-16,15765.2002,15842.6299,15738.2197,15833.1699,15833.1699,4545180000
2023-11-17,15803.9805,15876.8701,15766.9404,15837.9902,15837.9902,4408640000
2023-11-20,15845.2002,16056.7598,15844.8301,16027.0596,16027.0596,4561810000
2023-11-21,15951.5498,15968.0898,15866.8203,15933.6201,15933.6201,4128600000
2023-11-22,16025.7402,16119.3096,15964.04,16001.3896,16001.3896,3855240000
2023-11-24,15974.8496,16007.4297,15940.6201,15982.0098,15982.0098,2541840000
2023-11-27,15969.7197,16045.2998,15932.1904,15961.9805,15961.9805,4205880000
2023-11-28,15940.29,16031.5195,15921.0703,16010.4297,16010.4297,4474400000
2023-11-29,16111.3604,16166.5098,15976.6904,15987.5996,15987.5996,4890220000
2023-11-30,15987.6602,16013.4805,15825.6699,15947.8701,15947.8701,5678070000
2023-12-01,15892.5898,16013.75,15834.9297,15997.5801,15997.5801,5607000000
2023-12-04,15837.1201,15852.4502,15695.5801,15839.6699,15839.6699,6270020000
2023-12-05,15763.6504,15931.8398,15760.5898,15877.71,15877.71,6179120000
2023-12-06,15990.2002,15990.9404,15776.9502,15788.0498,15788.0498,5167030000
2023-12-07,15888.2305,16042.5098,15875.4805,16022.4902,16022.4902,5694310000
2023-12-08,15952.8496,16100.8604,15937.5801,16084.6904,16084.6904,5430840000
2023-12-11,16069.6201,16232.2598,16061.8701,16221.7305,16221.7305,5607820000
2023-12-12,16209.6104,16354.25,16175.46,16354.25,16354.25,4950100000
2023-12-13,16392.1797,16581.0391,16357.21,16562.3691,16562.3691,6732040000
2023-12-14,16603.5391,16660.7109,16419.2598,16537.8301,16537.8301,8033170000
2023-12-15,16587.0,16669.7695,16557.0098,16623.4492,16623.4492,8377630000
2023-12-18,16631.1094,16764.3203,16629.2891,16729.8008,16729.8008,5866080000
2023-12-19,16734.25,16813.0098,16733.3809,16811.8496,16811.8496,5757180000
2023-12-20,16763.6406,16860.6797,16552.0605,16554.1602,16554.1602,6294700000
2023-12-21,16719.6094,16768.0195,16621.5195,16757.4102,16757.4102,5465640000
2023-12-22,16799.0195,16839.25,16703.5703,16777.4004,16777.4004,4796600000
2023-12-26,16816.7793,16907.5098,16813.5703,16878.4609,16878.4609,6120600000
2023-12-27,16896.1406,16922.0098,16859.5508,16906.8008,16906.8008,7480170000
2023-12-28,16963.5195,16969.1699,16891.3203,16898.4707,16898.4707,5090570000
2023-12-29,16902.4395,16919.5098,16757.8906,16825.9297,16825.9297,5441060000
2024-01-02,16667.3008,16686.5996,16453.1504,16543.9395,16543.9395,5791170000
2024-01-03,16413.2598,16471.0801,16352.1396,16368.4902,16368.4902,5449950000
2024-01-04,16290.7803,16419.4395,16276.4297,16282.0098,16282.0098,5289220000
2024-01-05,16281.7402,16415.3906,16249.1904,16305.9805,16305.9805,5232820000
2024-01-08,16354.2197,16655.2305,16349.3896,16649.8691,16649.8691,6337770000
2024-01-09,16531.9609,16710.8809,16513.7305,16678.6992,16678.6992,5068410000
2024-01-10,16702.5508,16827.3691,16654.7402,16793.0508,16793.0508,4404590000
2024-01-11,16852.1895,16898.1602,16618.8594,16820.9004,16820.9004,5044690000
2024-01-12,16855.0,16900.3691,16776.9199,16832.9199,16832.9199,4958940000
2024-01-16,16775.0996,16895.3301,16726.5898,16830.7109,16830.7109,6386180000
2024-01-17,16705.5098,16749.1094,16561.4902,16736.2793,16736.2793,5181740000
2024-01-18,16894.3301,16996.9805,16818.1309,16982.2891,16982.2891,5587440000
2024-01-19,17060.1406,17317.2109,17041.8496,17314.0,17314.0,5604950000
2024-01-22,17403.6191,17450.3008,17309.8691,17330.3809,17330.3809,5456240000
2024-01-23,17346.9492,17410.8594,17286.0195,17404.2109,17404.2109,5207680000
2024-01-24,17562.3203,17665.2598,17481.9707,17499.3008,17499.3008,4983210000
2024-01-25,17589.2695,17631.3398,17430.3691,17516.9902,17516.9902,5281570000
2024-01-26,17432.8691,17514.7598,17395.5391,17421.0098,17421.0098,4510530000
2024-01-29,17438.0293,17603.9492,17414.6191,17596.2695,17596.2695,4979310000
2024-01-30,17556.4902,17578.4609,17443.7695,17476.7109,17476.7109,4719240000
2024-01-31,17269.9805,17375.3203,17128.7402,17137.2402,17137.2402,5875610000
2024-02-01,17216.9902,17356.7598,17175.8301,17344.7109,17344.7109,5046920000
2024-02-02,17415.9395,17682.2891,17378.3691,17642.7305,17642.7305,4800690000
2024-02-05,17634.6895,17655.7695,17469.6191,17613.0391,17613.0391,4831020000
2024-02-06,17664.4395,17680.6191,17475.4297,17572.7305,17572.7305,4759640000
2024-02-07,17674.5898,17784.1699,17637.7305,17755.0703,17755.0703,4567580000
2024-02-08,17757.5996,17814.1191,17728.5508,17783.1699,17783.1699,5675850000
2024-02-09,17820.9805,17987.9004,17798.8105,17962.4102,17962.4102,5797260000
2024-02-12,17942.2793,18041.4492,17859.6602,17882.6602,17882.6602,5458490000
2024-02-13,17519.8008,17717.6699,17478.2305,17600.4199,17600.4199,5599860000
2024-02-14,17728.9004,17815.1797,17619.9199,17807.6309,17807.6309,5092660000
2024-02-15,17815.3203,17864.5898,17722.3105,17845.7207,17845.7207,6049100000
2024-02-16,17853.5898,17864.1602,17663.4004,17685.9805,17685.9805,5223800000
2024-02-20,17591.1699,17657.0801,17399.4102,17546.0996,17546.0996,5595700000
2024-02-21,17412.7891,17482.1309,17319.4395,17478.9102,17478.9102,4845740000
2024-02-22,17857.7598,18034.8008,17808.2598,18004.6992,18004.6992,5653930000
2024-02-23,18052.5898,18091.6191,17902.7793,17937.6094,17937.6094,5077910000
2024-02-26,17970.2109,18014.1094,17926.6602,17933.3301,17933.3301,5417630000
2024-02-27,17962.5801,17987.5391,17871.0605,17971.0508,17971.0508,5423020000
2024-02-28,17895.0293,17931.0098,17840.3594,17874.5,17874.5,5581690000
2024-02-29,17991.6699,18068.5195,17866.2598,18043.8496,18043.8496,6265340000
2024-03-01,18069.2891,18333.2598,18064.4395,18302.9102,18302.9102,5457910000
2024-03-04,18290.0996,18313.4297,18218.25,18226.4805,18226.4805,5725470000
2024-03-05,18088.7109,18097.5,17804.5,17897.8691,17897.8691,6356800000
2024-03-06,18083.5098,18142.8809,17941.6406,18017.5703,18017.5703,5511370000
2024-03-07,18161.7305,18337.9492,18101.4297,18297.9902,18297.9902,5072790000
2024-03-08,18312.7891,18416.7305,17995.3809,18018.4492,18018.4492,5411790000
2024-03-11,17959.6797,18003.0508,17873.3301,17951.6895,17951.6895,4917620000
2024-03-12,18063.0195,18228.3691,17919.3301,18219.1094,18219.1094,5100330000
2024-03-13,18151.7598,18163.7402,18030.4004,18068.4707,18068.4707,4839000000
